Sample_ID,Batch_Code,Product_Name,Test_Date,Moisture_Content_%,Fat_Content_%,Protein_Content_%,Water_Activity_Aw,Acid_Insoluble_Ash_%,Acid_Value_mgKOHg,Peroxide_Value,Total_Plate_Count_CFUg,Yeast_Mold_Count_CFUg,Lead_Pb_mgkg,Cadmium_Cd_mgkg,Failure_Category,Historical_Status
SPL-2026-9851,B-250111-7,Butter Biscuit,2025-01-11,6.29,17.16,5.01,0.835,0.174,1.79,1.11,1073.0,3241.0,0.285,0.151,Physicochemical,Fail
SPL-2026-0658,B-250112-5,Cracker Plain,2025-01-12,7.27,28.29,3.3,0.87,,1.26,,26464.0,3922.0,0.041,0.006,Physicochemical,Fail
SPL-2026-0895,B-250112-3,Cookies Choco Chip,2025-01-12,2.78,19.06,5.91,0.613,0.0,1.8,0.89,3718.0,,0.152,0.156,None,Pass
SPL-2026-1225,B-250112-7,Sandwich Biscuit,2025-01-12,6.15,24.74,2.4,0.746,0.161,0.23,1.07,50,1253.0,0.409,0.119,Physicochemical,Fail
SPL-2026-4297,B-250112-4,Marie Biscuit,2025-01-12,2.92,26.74,6.38,0.662,0.009,1.7,1.21,50,3816.0,0.136,0.155,None,Pass
SPL-2026-6377,B-250112-4,Butter Biscuit,2025-01-12,3.97,10.14,6.48,0.537,0.0,1.68,,18862.0,10,0.209,0.103,None,Pass
SPL-2026-7217,B-250112-6,Sandwich Biscuit,2025-01-12,,21.27,,0.466,0.073,2.56,2.49,22379.0,10,0.331,0.215,Stability,Fail
SPL-2026-0901,B-250113-4,Sandwich Biscuit,2025-01-13,,18.68,5.15,0.697,0.025,1.06,0.81,58226.0,18707.0,0.058,0.096,Microbiological,Fail
SPL-2026-8661,B-250113-1,Cracker Filled,2025-01-13,6.71,13.92,3.95,0.817,0.08,0.74,1.98,2580.0,4021.0,0.133,0.081,Physicochemical,Fail
SPL-2026-9477,B-250113-7,Sandwich Biscuit,2025-01-13,2.13,19.7,4.96,0.502,0.063,1.46,1.09,,3882.0,0.761,0.191,Heavy_Metal,Fail
SPL-2026-9962,B-250113-2,Cracker Plain,2025-01-13,6.43,,,0.784,0.141,0.49,1.49,50,10,0.205,0.017,Physicochemical,Fail
SPL-2026-0804,B-250114-1,Wafer Vanilla,2025-01-14,3.17,22.98,4.71,0.576,0.003,0.97,0.87,30972.0,1159.0,0.324,,None,Pass
SPL-2026-3925,B-250114-8,Wafer Vanilla,2025-01-14,2.87,19.9,4.53,0.668,0.096,1.04,1.79,12833.0,5463.0,0.253,0.038,None,Pass
SPL-2026-6519,B-250114-5,Butter Biscuit,2025-01-14,4.49,12.99,7.18,0.559,0.097,1.5,0.56,50,4167.0,0.26,0.151,None,Pass
SPL-2026-7011,B-250114-3,Cracker Plain,2025-01-14,3.54,24.08,5.39,0.628,0.068,1.52,0.82,5697.0,3008.0,0.144,0.076,None,Pass
SPL-2026-1362,B-250115-2,Marie Biscuit,2025-01-15,4.5,13.56,9.09,0.653,0.022,1.03,,1384.0,4882.0,0.167,0.162,None,Pass
SPL-2026-2985,B-250115-3,Sandwich Biscuit,2025-01-15,1.89,18.51,6.64,0.619,0.12,1.7,1.07,5445.0,10,0.616,0.219,Heavy_Metal,Fail
SPL-2026-7731,B-250115-4,Marie Biscuit,2025-01-15,7.5,17.92,8.04,0.541,0.039,2.36,2.21,223.0,5162.0,0.064,0.005,Stability,Fail
SPL-2026-1703,B-250116-8,Wafer Vanilla,2025-01-16,4.86,24.73,7.13,0.525,0.079,,0.48,13666.0,10,0.48,0.143,None,Pass
SPL-2026-3944,B-250116-7,Cookies Choco Chip,2025-01-16,2.37,11.7,7.11,0.575,0.056,0.51,1.33,50,6472.0,0.355,0.039,None,Pass
SPL-2026-5925,B-250116-1,Cracker Filled,2025-01-16,4.49,17.3,8.33,0.605,0.07,2.93,2.51,50,10,0.005,0.0,Stability,Fail
SPL-2026-6510,B-250116-3,Cracker Filled,2025-01-16,1.78,15.49,8.74,0.493,0.077,0.22,0.82,499.0,925.0,0.23,0.139,None,Pass
SPL-2026-7309,B-250116-2,Sandwich Biscuit,2025-01-16,4.15,22.66,8.16,0.711,0.021,1.01,,86027.0,14895.0,0.135,0.188,Microbiological,Fail
SPL-2026-7338,B-250116-2,Marie Biscuit,2025-01-16,5.31,16.43,4.29,0.83,0.082,0.0,0.37,17948.0,7319.0,0.369,0.039,Physicochemical,Fail
SPL-2026-8975,B-250116-6,Sandwich Biscuit,2025-01-16,4.61,19.39,8.5,0.431,0.029,1.51,1.86,6613.0,245.0,0.14,0.0,None,Pass
SPL-2026-9987,B-250116-5,Sandwich Biscuit,2025-01-16,3.2,18.2,5.89,0.3,0.072,0.36,1.97,50,10,,0.0,None,Pass
SPL-2026-1106,B-250117-5,Cracker Plain,2025-01-17,4.07,13.49,6.84,,0.118,1.3,0.48,50,10,0.332,0.183,None,Pass
SPL-2026-1884,B-250117-2,Cookies Choco Chip,2025-01-17,4.39,19.26,5.73,0.426,0.024,1.17,1.2,50,6222.0,0.061,0.097,None,Pass
SPL-2026-2835,B-250117-6,Cookies Choco Chip,2025-01-17,6.44,,5.82,0.645,0.119,0.96,1.09,50,7678.0,0.377,0.162,Physicochemical,Fail
SPL-2026-2928,B-250117-8,Wafer Vanilla,2025-01-17,2.91,,8.18,0.563,0.085,0.92,1.83,9757.0,6369.0,0.236,0.121,None,Pass
SPL-2026-5961,B-250117-5,Marie Biscuit,2025-01-17,4.75,14.42,5.32,0.595,0.047,0.83,1.43,20460.0,5437.0,0.003,0.0,None,Pass
SPL-2026-6782,B-250117-1,Sandwich Biscuit,2025-01-17,,17.09,4.89,0.772,,0.54,1.25,2031.0,8082.0,0.091,0.088,Physicochemical,Fail
SPL-2026-7362,B-250117-1,Cracker Filled,2025-01-17,4.89,16.71,7.08,0.719,0.015,1.12,1.31,31977.0,3042.0,0.166,0.06,None,Pass
SPL-2026-0741,B-250118-5,Wafer Vanilla,2025-01-18,3.52,20.07,7.03,0.41,0.064,,1.14,50,10,0.334,0.016,None,Pass
SPL-2026-2188,B-250118-4,Sandwich Biscuit,2025-01-18,3.95,13.57,5.81,0.502,0.067,0.63,1.05,11507.0,1494.0,0.193,0.246,None,Pass
SPL-2026-3635,B-250118-4,Sandwich Biscuit,2025-01-18,3.49,23.59,8.93,0.508,0.067,0.92,1.28,50,10,0.36,0.036,None,Pass
SPL-2026-5991,B-250118-8,Marie Biscuit,2025-01-18,5.53,18.02,4.23,0.695,0.144,1.35,1.16,50,4118.0,0.039,0.005,Physicochemical,Fail
SPL-2026-3738,B-250119-1,Cracker Plain,2025-01-19,5.88,17.34,7.06,0.428,0.021,2.3,1.8,7163.0,410.0,0.238,0.119,Stability,Fail
SPL-2026-3965,B-250119-4,Butter Biscuit,2025-01-19,1.64,24.43,8.15,0.529,0.09,1.6,1.74,,10,,0.148,None,Pass
SPL-2026-0586,B-250120-6,Cookies Choco Chip,2025-01-20,3.64,20.9,5.96,0.701,0.0,0.84,1.87,28694.0,26187.0,0.227,0.052,Microbiological,Fail
SPL-2026-0645,B-250120-4,Cookies Choco Chip,2025-01-20,3.92,16.32,5.99,0.573,0.066,1.47,0.98,3821.0,2400.0,0.113,0.018,None,Pass
SPL-2026-3040,B-250120-6,Wafer Vanilla,2025-01-20,3.18,13.24,4.76,0.534,0.02,1.81,2.05,15270.0,3367.0,0.334,0.123,None,Pass
SPL-2026-5852,B-250120-6,Sandwich Biscuit,2025-01-20,4.75,14.13,7.49,0.545,0.023,1.07,1.36,5057.0,1406.0,0.026,0.034,None,Pass
SPL-2026-1634,B-250121-1,Sandwich Biscuit,2025-01-21,4.28,20.22,7.04,0.622,0.05,1.1,1.86,21006.0,10,0.001,0.148,None,Pass
SPL-2026-6103,B-250121-6,Wafer Vanilla,2025-01-21,3.92,12.83,6.62,0.712,0.126,1.03,1.67,11373.0,9237.0,0.354,0.0,None,Pass
SPL-2026-3162,B-250122-7,Cracker Filled,2025-01-22,2.63,14.73,6.65,0.571,0.069,0.94,2.12,12323.0,2974.0,0.176,0.072,None,Pass
SPL-2026-3687,B-250122-1,Cracker Filled,2025-01-22,2.0,,5.39,0.542,0.05,0.99,1.37,50,2774.0,0.084,0.0,None,Pass
SPL-2026-5174,B-250122-2,Sandwich Biscuit,2025-01-22,2.65,17.46,8.66,0.482,0.021,0.78,1.69,5919.0,3600.0,0.191,0.101,None,Pass
SPL-2026-7389,B-250122-4,Cracker Plain,2025-01-22,4.04,24.22,,0.594,0.062,1.67,0.38,12827.0,10,0.515,,Heavy_Metal,Fail
SPL-2026-8195,B-250122-8,Sandwich Biscuit,2025-01-22,1.89,21.61,6.51,,0.085,1.26,1.48,13657.0,,0.183,0.0,None,Pass
SPL-2026-9728,B-250122-8,Butter Biscuit,2025-01-22,7.01,24.25,7.29,0.515,0.0,1.12,1.25,1769.0,10,0.164,0.125,None,Pass
SPL-2026-0745,B-250123-8,Marie Biscuit,2025-01-23,3.39,20.89,9.7,0.541,0.101,0.68,0.64,,4746.0,0.255,0.023,None,Pass
SPL-2026-7038,B-250123-5,Marie Biscuit,2025-01-23,3.16,,8.3,0.449,,1.52,1.27,50,9817.0,0.0,0.056,None,Pass
SPL-2026-7255,B-250123-2,Cracker Plain,2025-01-23,5.19,20.62,,,0.202,0.74,0.0,3206.0,,0.383,0.072,Physicochemical,Fail
SPL-2026-2021,B-250124-1,Butter Biscuit,2025-01-24,2.27,18.88,6.76,0.585,0.108,1.79,0.59,1198.0,10,,0.047,None,Pass
SPL-2026-4318,B-250124-7,Marie Biscuit,2025-01-24,6.85,21.61,3.81,0.829,0.216,1.46,2.27,18027.0,26.0,0.356,0.012,Physicochemical,Fail
SPL-2026-5589,B-250124-5,Marie Biscuit,2025-01-24,3.52,18.63,5.96,0.603,,1.01,0.61,1859.0,3958.0,0.0,0.0,None,Pass
SPL-2026-5935,B-250124-5,Cracker Plain,2025-01-24,2.47,18.36,8.29,0.51,0.0,1.45,1.39,50,7670.0,,,None,Pass
SPL-2026-3611,B-250125-1,Cracker Plain,2025-01-25,1.55,,6.79,0.528,0.0,1.71,1.95,4736.0,2954.0,0.46,,None,Pass
SPL-2026-6120,B-250125-6,Cracker Filled,2025-01-25,1.66,16.66,5.38,0.576,0.029,0.0,2.01,50,1181.0,0.078,0.092,None,Pass
SPL-2026-6719,B-250125-4,Cookies Choco Chip,2025-01-25,5.76,18.48,2.25,0.8,0.182,1.04,,13583.0,4332.0,0.061,0.069,Physicochemical,Fail
SPL-2026-9130,B-250125-3,Cracker Plain,2025-01-25,4.14,15.79,5.8,0.655,0.082,0.18,0.58,33843.0,10,0.274,0.0,None,Pass
SPL-2026-9928,B-250125-6,Sandwich Biscuit,2025-01-25,3.99,24.2,,0.5,0.052,0.65,0.67,14676.0,2415.0,0.567,0.084,None,Pass
SPL-2026-1469,B-250126-7,Wafer Vanilla,2025-01-26,4.0,27.83,9.27,0.536,0.007,0.15,0.51,16482.0,10,0.118,0.074,None,Pass
SPL-2026-1825,B-250126-5,Cracker Plain,2025-01-26,5.08,22.95,7.15,0.558,0.0,0.77,0.68,9040.0,4254.0,0.304,0.073,None,Pass
SPL-2026-3897,B-250126-1,Cookies Choco Chip,2025-01-26,1.48,17.78,6.69,0.516,0.033,0.28,1.07,24776.0,10,0.35,0.15,Heavy_Metal,Fail
SPL-2026-0006,B-250127-3,Cookies Choco Chip,2025-01-27,,19.8,6.92,0.527,0.056,0.91,0.59,1719.0,10,0.402,0.316,Heavy_Metal,Fail
SPL-2026-3068,B-250127-5,Cracker Plain,2025-01-27,2.92,19.72,7.31,0.526,0.059,1.3,1.16,50,92.0,0.556,,Heavy_Metal,Fail
SPL-2026-6027,B-250127-6,Cracker Filled,2025-01-27,5.5,15.34,2.81,0.741,0.187,0.11,1.89,50,3775.0,0.133,0.165,Physicochemical,Fail
SPL-2026-6558,B-250127-4,Wafer Vanilla,2025-01-27,,12.36,3.07,0.564,0.014,1.29,0.06,2853.0,10,0.34,0.0,None,Pass
SPL-2026-9192,B-250127-3,Cracker Plain,2025-01-27,4.76,17.91,7.93,0.503,0.085,1.8,3.05,2060.0,2018.0,0.089,0.061,Stability,Fail
SPL-2026-9466,B-250127-7,Wafer Vanilla,2025-01-27,2.52,18.2,4.63,0.45,0.061,1.22,0.85,5997.0,,,0.098,None,Pass
SPL-2026-3359,B-250128-5,Wafer Vanilla,2025-01-28,5.24,19.62,4.52,0.628,0.064,0.46,1.16,13153.0,2818.0,0.066,0.053,None,Pass
SPL-2026-0813,B-250129-5,Wafer Vanilla,2025-01-29,4.83,17.48,7.19,0.678,0.119,0.59,1.34,80862.0,23645.0,0.301,0.037,Microbiological,Fail
SPL-2026-1514,B-250129-2,Butter Biscuit,2025-01-29,6.69,15.71,8.16,0.425,0.034,1.95,3.53,5412.0,3590.0,0.186,0.054,Stability,Fail
SPL-2026-3461,B-250129-7,Butter Biscuit,2025-01-29,,19.98,5.96,0.584,0.0,1.75,1.51,15131.0,6940.0,0.41,0.014,None,Pass
SPL-2026-7625,B-250129-7,Cracker Filled,2025-01-29,4.53,19.66,7.04,0.585,0.045,1.48,1.54,50,5769.0,0.239,0.0,None,Pass
SPL-2026-8852,B-250129-1,Cookies Choco Chip,2025-01-29,1.7,16.55,8.67,0.642,0.081,0.65,0.45,48713.0,,0.212,0.129,Microbiological,Fail
SPL-2026-0580,B-250130-3,Sandwich Biscuit,2025-01-30,2.95,14.79,8.04,0.733,0.024,0.98,0.81,4641.0,2743.0,0.73,,Heavy_Metal,Fail
SPL-2026-2520,B-250130-2,Cracker Filled,2025-01-30,4.68,19.71,3.79,0.738,0.22,0.36,1.85,23380.0,3967.0,0.0,0.115,Physicochemical,Fail
SPL-2026-8840,B-250130-2,Cracker Plain,2025-01-30,2.24,17.26,6.94,0.542,0.0,0.3,1.15,,282.0,0.487,0.15,Heavy_Metal,Fail
SPL-2026-8868,B-250130-3,Cracker Filled,2025-01-30,3.35,16.91,9.29,0.563,0.058,0.39,1.16,50,10,0.081,0.025,None,Pass
SPL-2026-0097,B-250131-5,Butter Biscuit,2025-01-31,2.83,23.54,9.05,0.464,0.046,1.25,0.47,50,10,0.0,0.186,None,Pass
SPL-2026-1940,B-250131-6,Cracker Filled,2025-01-31,5.28,25.31,6.85,0.54,0.046,0.27,0.18,17903.0,10,0.256,0.225,None,Pass
SPL-2026-5413,B-250131-5,Sandwich Biscuit,2025-01-31,1.6,17.34,8.35,0.727,0.046,1.35,0.9,5647.0,10,0.084,0.056,None,Pass
SPL-2026-7826,B-250131-1,Wafer Vanilla,2025-01-31,5.04,22.32,4.46,0.87,0.137,1.62,1.87,14046.0,6153.0,0.041,0.175,Physicochemical,Fail
SPL-2026-8356,B-250131-7,Butter Biscuit,2025-01-31,6.57,26.5,4.63,0.701,0.08,1.05,1.41,11114.0,3083.0,0.197,0.139,Physicochemical,Fail
SPL-2026-9217,B-250131-3,Marie Biscuit,2025-01-31,3.96,20.98,7.98,0.641,0.0,1.06,1.82,50,10,0.028,0.029,None,Pass
SPL-2026-0763,B-250201-2,Cracker Plain,2025-02-01,0.3,17.06,7.14,0.692,0.058,1.55,1.26,47194.0,32217.0,0.256,0.0,Microbiological,Fail
SPL-2026-3207,B-250201-1,Cracker Filled,2025-02-01,1.22,14.41,9.03,0.663,0.058,1.22,1.76,16845.0,6289.0,0.202,0.109,None,Pass
SPL-2026-5966,B-250201-6,Wafer Vanilla,2025-02-01,2.33,21.89,,0.511,0.033,1.79,0.47,50,10,0.565,,None,Pass
SPL-2026-6618,B-250201-4,Marie Biscuit,2025-02-01,4.67,26.84,7.91,0.721,0.0,1.52,1.62,63855.0,22324.0,0.017,0.044,Microbiological,Fail
SPL-2026-7397,B-250201-3,Wafer Vanilla,2025-02-01,6.54,20.84,3.5,0.794,0.08,1.49,0.52,16509.0,54.0,0.197,0.094,Physicochemical,Fail
SPL-2026-8322,B-250201-5,Cracker Plain,2025-02-01,2.59,15.97,8.93,0.559,0.086,1.15,,50,1272.0,0.017,0.102,None,Pass
SPL-2026-1104,B-250202-2,Wafer Vanilla,2025-02-02,4.51,13.03,5.93,0.727,,0.86,0.74,34397.0,36745.0,0.275,0.123,Microbiological,Fail
SPL-2026-2888,B-250202-2,Cookies Choco Chip,2025-02-02,3.03,19.48,10.22,0.434,0.006,1.67,0.84,50,110.0,0.238,0.118,None,Pass
SPL-2026-3060,B-250202-4,Butter Biscuit,2025-02-02,3.02,12.25,5.38,0.503,0.0,0.87,0.48,35248.0,118.0,0.175,0.123,None,Pass
SPL-2026-4855,B-250202-7,Cookies Choco Chip,2025-02-02,2.03,19.26,3.69,0.587,0.067,1.12,0.48,50,10866.0,0.191,0.112,None,Pass
SPL-2026-0796,B-250203-7,Wafer Vanilla,2025-02-03,1.29,17.54,6.76,0.469,0.0,,1.36,15649.0,3139.0,0.063,0.256,None,Pass
SPL-2026-2116,B-250203-2,Marie Biscuit,2025-02-03,4.53,20.4,6.65,0.454,0.019,1.12,,12936.0,3968.0,0.08,0.0,None,Pass
SPL-2026-3970,B-250203-5,Cracker Filled,2025-02-03,3.12,18.4,7.11,0.454,0.042,1.02,1.25,2746.0,10,0.178,0.047,None,Pass
SPL-2026-9325,B-250203-8,Sandwich Biscuit,2025-02-03,5.0,24.37,4.63,0.473,0.078,0.57,0.4,,1658.0,0.249,0.0,None,Pass
SPL-2026-0800,B-250204-1,Cracker Plain,2025-02-04,2.55,22.7,7.44,0.797,0.036,0.69,1.74,12412.0,4289.0,0.154,0.037,None,Pass
SPL-2026-0888,B-250204-6,Cracker Filled,2025-02-04,4.84,20.66,4.12,0.547,0.02,1.35,0.9,50,6989.0,0.007,0.079,None,Pass
SPL-2026-4452,B-250204-6,Wafer Vanilla,2025-02-04,2.17,20.92,6.13,0.588,0.047,0.99,1.0,50,10,0.35,0.38,Heavy_Metal,Fail
SPL-2026-1030,B-250205-6,Sandwich Biscuit,2025-02-05,3.11,8.0,6.47,0.656,0.019,2.59,0.23,50,2058.0,0.289,0.0,None,Pass
SPL-2026-2223,B-250205-5,Cracker Plain,2025-02-05,4.11,19.77,7.43,0.484,0.0,1.21,0.83,21840.0,6184.0,0.13,0.0,None,Pass
SPL-2026-5710,B-250205-5,Cracker Filled,2025-02-05,0.99,18.05,5.57,0.514,0.066,0.92,0.0,50,3887.0,0.447,,None,Pass
SPL-2026-7876,B-250205-5,Marie Biscuit,2025-02-05,4.34,15.87,3.91,0.534,0.028,1.58,1.14,50,3296.0,0.196,0.011,None,Pass
SPL-2026-8448,B-250205-4,Cracker Filled,2025-02-05,5.0,23.11,3.24,0.69,0.08,,,4635.0,1038.0,0.419,0.067,Physicochemical,Fail
SPL-2026-1833,B-250206-7,Butter Biscuit,2025-02-06,3.67,18.87,2.86,0.701,0.03,0.49,1.46,,12886.0,0.084,0.066,Microbiological,Fail
SPL-2026-3338,B-250206-7,Sandwich Biscuit,2025-02-06,2.6,21.05,9.33,0.78,0.0,0.97,1.66,57228.0,16730.0,0.108,0.232,Microbiological,Fail
SPL-2026-8020,B-250206-7,Cracker Plain,2025-02-06,2.95,21.03,7.48,0.561,0.079,1.1,1.52,1192.0,6098.0,0.349,0.07,None,Pass
SPL-2026-2794,B-250207-7,Cracker Plain,2025-02-07,4.78,18.83,6.17,0.63,0.044,0.67,1.18,15145.0,10,0.063,0.0,None,Pass
SPL-2026-4059,B-250207-1,Cookies Choco Chip,2025-02-07,6.16,17.54,3.26,0.726,0.165,0.95,2.01,50,2713.0,0.0,0.119,Physicochemical,Fail
SPL-2026-4765,B-250207-8,Cracker Filled,2025-02-07,3.05,9.76,,0.582,0.015,0.96,1.67,17232.0,10,0.212,0.0,None,Pass
SPL-2026-9765,B-250207-2,Butter Biscuit,2025-02-07,3.9,25.83,3.5,0.487,0.0,1.01,2.11,50,10,0.24,0.0,None,Pass
SPL-2026-7405,B-250208-1,Cracker Filled,2025-02-08,3.99,20.72,6.41,0.354,,1.7,0.71,50,1914.0,0.388,0.0,None,Pass
SPL-2026-8003,B-250208-1,Cookies Choco Chip,2025-02-08,6.91,25.98,3.87,0.765,0.08,0.7,1.17,50,2816.0,0.249,0.165,Physicochemical,Fail
SPL-2026-8627,B-250208-6,Wafer Vanilla,2025-02-08,5.42,17.67,1.71,,0.08,1.76,1.11,50,8844.0,0.127,0.03,Physicochemical,Fail
SPL-2026-2647,B-250209-3,Cookies Choco Chip,2025-02-09,3.86,17.25,6.88,0.55,,1.03,1.37,50,1919.0,0.85,0.15,Heavy_Metal,Fail
SPL-2026-5913,B-250209-1,Wafer Vanilla,2025-02-09,2.76,24.17,6.89,0.56,0.028,1.27,,9093.0,4752.0,,,None,Pass
SPL-2026-9828,B-250209-2,Butter Biscuit,2025-02-09,6.09,18.81,3.98,0.654,0.152,0.0,1.66,50,7834.0,0.049,0.036,Physicochemical,Fail
SPL-2026-2734,B-250210-5,Butter Biscuit,2025-02-10,3.16,,7.13,0.504,0.052,1.96,1.21,4438.0,242.0,0.631,0.219,Heavy_Metal,Fail
